question,transformed
당뇨 식단을 주문해서 먹을려고 하는데 점심에 한분이 같이 먹고 싶다고 점심 한끼만 추가 구매하려고 하는데 가능할까요? 받는곳은 같은곳이라 한번에 받습니다.,당뇨 식단을 주문해서 먹을려고 하는데 점심에 한분이 같이 먹고 싶다고 점심 한끼만 추가 구매하려고 하는데 가능할까요? 받는곳은 같은곳이라 한번에 받습니다.
"현재는 월,화,수,목,금 일정으로 선택해서 2주간 매일 2끼씩 배송이 되고 있는데 월수금으로 선택하면 각각의 해당일에 2끼씩만 매달 되는건가요? 아니면 4끼씩 배송 되나요??","현재는 월,화,수,목,금 일정으로 선택해서 2주간 매일 2끼씩 배송이 되고 있는데 월 수금으로 선택하면 각각의 해 당일에 2끼씩만 매달 되는건가요? 아니면 4끼씩 배송 되나요??"
"안녕하세요, 만약에 샐러드 2주 × 5일 주문하면, 배송일 변경 가능한가요?? 일주일에 화요일 2개, 목요일 2개씩해서 총 5번 배송 (화, 목, 화, 목, 화) 이렇게요.","안녕하세요, 만약에 샐러드 2주 × 5일 주문하면, 배송 일 변경 가능한가요?? 일주일에 화요일 2개, 목요일 2개씩해서 총 5번 배송 (화, 목, 화, 목, 화) 이렇게요."
"월~금은 27.9만원이고 월,수,금은 17만원정도이고 1일배송 2식 기준으로, 4주동안 받으면 월수금은 총 24식이 되는거에요? 아니면 총 40식이니까 월,수에는 4식씩 오는거에요? 총 몇 식이 오는지 설명이 부실하니 중의적으로 해석되서 물어봅니다.","월~금은 27.9만원이고 월,수,금은 17만원정도이고 1일배송 2식 기준으로, 4주동안 받으면 월수금은 총 24식이 되는거에요? 아니면 총 40식이니까 월,수에는 4식씩 오는거에요? 총 몇 식이 오는지 설명이 부실하니 중 의적으로 해석되서 물어봅니다."
"안녕하세요, 냉동보관이던데요. 소비기한이 얼마나 될까요?","안녕하세요, 냉동 보관이던데요. 소비 기한이 얼마나 될까요?"
2주 패키지를 구매해도 매일매일 배송이 오는건가요?,2주 패키지를 구매해도 매일매일 배송이 오는건가요?
300샐러드Meal 주3회 배송 한 적이 있는데 상품에서 안보입니다. 주3회 주문은 불가능 한지요? 그리고 샐러드 4주 말고 2주단위로 주문가능할까요 출장이 많아서 4주 주문하기가 부담스럽습니다.,300샐러드Meal 주3회 배송 한 적이 있는데 상품에서 안보입니다. 주3회 주문은 불가능 한지요? 그리고 샐러드 4주 말고 2주단위로 주문가능할까요 출장이 많아서 4주 주문하기가 부담스럽습니다.
"일일배송 지역 확대 예정은 없으신가요? 여기는 공항과 바로 맞닿아 있고, 풍무동과도 매우 가까운데 이런 편리한 딜리버리 서비스가 많이 유치되지 않아 아쉽습니다. 1800세대 이상 대단지 아파트(캐슬앤파밀리에시티 2단지) 포함 1단지, 힐스테이트 등 아파트 밀집지역이며 대단지 자이아파트도 현재 공사중에 있습니다.","일일 배송 지역 확대 예정은 없으신가요? 여기는 공항과 바로 맞닿아 있고, 풍무동과도 매우 가까운데 이런 편리한 딜리버리 서비스가 많이 유치되지 않아 아쉽습니다. 1800세대 이상 대단지 아파트(캐슬 앤파 밀리에시티 2단지) 포함 1단지, 힐스테이트 등 아파트 밀집 지역이며 대단지 자이아파트도 현재 공사중에 있습니다."
서울인데도 안되니까 슬퍼요.가능한 곳을 알려주던가 먹고 싶었는데 너무 아쉽네요.언제쯤 확대될까요?,서울인데도 안되니까 슬퍼요.가능한 곳을 알려주던가 먹고 싶었는데 너무 아쉽네요.언제쯤 확대될까요?
출근해서 냉장고에 넣을때 상하지 않을까요? 배송되는 시간을 오후 2시로는 변경은 불가능한가요?,출근해서 냉장고에 넣을때 상하지 않을까요? 배송되는 시간을 오후 2시로는 변경은 불가능한가요?
CJ대한통운으로 배송되는 거면 기사님이 아파트 출입 카드를 소지하고 계시니 공동현관 비밀번호를 안 적어도 되는 건가요?,CJ대한통운으로 배송되는 거면 기사님이 아파트 출입 카드를 소지하고 계시니 공동 현관 비밀번호를 안 적어도 되는 건가요?
일일배송 불가능지역이라고 뜨던데 배송 가능 지역이 더 열릴 계획은 없을까요?,일일 배송 불가능 지역이라고 뜨던데 배송 가능 지역이 더 열릴 계획은 없을까요?
당뇨케어 식단을 주문하려고하는데 일일배송불가지역이라고 나오고 이용가이드에서는 택배배송 가능하다고 나오는데 배송을 받을수 없는걸까요? 혹시 방법은 없을까요?,당뇨 케어 식단을 주문하려고하는데 일일배송 불가 지역이라고 나오고 이용 가이드에서는 택배 배송 가능하다고 나오는데 배송을 받을수 없는걸까요? 혹시 방법은 없을까요?
"직장 배송시 연차, 회식등으로 점심을 먹지 못할 때, 미리 해당일의 도시락 배송을 미룰 수 있을까요?","직장 배송 시 연차, 회식 등으로 점심을 먹지 못할 때, 미리 해 당일의 도시락 배송을 미룰 수 있을까요?"
샐러드 주문전 3번정도 채험할 수 있다고 본것 겉은데 어디서 신청하나요?,샐러드 주문전 3번 정도 채험할 수 있다고 본것 겉은데 어디서 신청 하나요?
제가 휴무가 딱 정해져있지 않은 안경원에서 일하고 있습니다. 만약 제가 쉬는날에 도착해서 보관을 못하게된다면 1~2일정도는 놔둬도 괜찮을까요?,제가 휴무가 딱 정해져있지 않은 안경원에서 일하고 있습니다. 만약 제가 쉬는날에 도착해서 보관을 못하게된다면 1~2일정도는 놔둬도 괜찮을까요?
택배배송 가능지역이라고 해서 주문하려고 하는데 주문이 안되네요. 주문하려는 제품은 300샐러드Meal+밸런스쉐이크입니다.,택배 배송 가능 지역이라고 해서 주문하려고 하는데 주문이 안되네요. 주문하려는 제품은 300샐러드Meal+밸런스 쉐이크입니다.
집주소가 택배배송은 가능한데 일일배송이 불가한 지역이라고 합니다. 현재 일일배송이 가능한 지역이 어디인지 알고 싶습니다. 또한 일일배송 권역을 더 늘려주시면 감사하겠습니다.,집 주소가 택배 배송은 가능한데 일일배 송이 불가한 지역이라고 합니다. 현재 일일배 송이 가능한 지역이 어디인지 알고 싶습니다. 또한 일일 배송 권역을 더 늘려주시면 감사하겠습니다.
"근무하는 회사가 일월화수목 근무이고 금토를 쉬는데, 월화수목금으로 배송을 받으면 금요일 배송받은 도시락을 버려야 해서요. 금요일만 집으로 배송받거나, 금요일 제외한 월화수목만 주문한다던가 하는 다른 방법은 없을까요? 방법이 없다면 건의사항으로 검토해주십사 작게 문의 드려봅니다.","근무하는 회사가 일월화 수목 근무이고 금토를 쉬는데, 월화 수목금으로 배송을 받으면 금요일 배송받은 도시락을 버려야 해서요. 금요일만 집으로 배송받거나, 금요일 제외한 월화수목만 주문한다던가 하는 다른 방법은 없을까요? 방법이 없다면 건의 사항으로 검토해주십사 작게 문의 드려봅니다."
300라이스밀 제품 옵션을 보니 주5일(월~금) 주3일(월수금) 기재가 되어있더라구요. 주3일하면 월수금에 1회씩 고로 주 3일 식단이라는건가요? 아니면 화요일 목요일거를 미리 갖다주시는걸까요?,300라이스 밀 제품 옵션을 보니 주5일(월~금) 주3일(월 수금) 기재가 되어있더라구요. 주3일하면 월 수금에 1회씩 고로 주 3일 식단이라는건가요? 아니면 화요일 목요일 거를 미리 갖다주시는걸까요?
반값체험 신청을 하려고 하는데 방법을 모르겠네요.,반값 체험 신청을 하려고 하는데 방법을 모르겠네요.
"3일 체험 당시에는 일일배송 해줬는데 다시 시켜 먹어보려니까 일일배송 불가지역으로 떠서요, 일일배송이 안되는건지 시스템상 오류인지 문의드려요.","3일 체험 당시에는 일일 배송 해줬는데 다시 시켜 먹어보려니까 일일 배송 불가 지역으로 떠서요, 일일배 송이 안되는건지 시스템상 오류인지 문의드려요."
정선한상이 2개씩 들어옵니다. 확인해주세요.,정선한상이 2개씩 들어옵니다. 확인해주세요.
취소하고 반값체험 다시 신청하면 되는거 맞을까요? 취소하고 날짜  바꿔 다시 신청할려구요.,취소하고 반값 체험 다시 신청하면 되는거 맞을까요? 취소하고 날짜  바꿔 다시 신청할려구요.
직원 식사용으로 정성한상 또는 500 차림 알아보고 있습니다. 주5회 말고 주3회(화수목)으로 정기배송 가능하신지요? 그럴때 판매조건은 달라지시는건지 여쭤봅니다.,직원 식 사용으로 정성한상 또는 500 차림 알아보고 있습니다. 주5회 말고 주3회(화 수목)으로 정기 배송 가능하신지요? 그럴때 판매 조건은 달라지시는건지 여쭤봅니다.
주문일 변경 가능한가요? 그 다음주부터 주문하고싶으면 기다렸다가 주문하나요?,주문 일 변경 가능한가요? 그 다음주부터 주문하고싶으면 기다렸다가 주문 하나요?
"전에 문의 드렸었는데 질문을 잘못 드린거 같아 다시 질문드립니다. 300샐러드와 정성한상이 10개씩 들어가는데, 각 제품 설명을 보고 300샐러드에는 샐러드 메뉴가 9개, 정성한상에는 메뉴가 11개로 구성되어있는 것을 확인했습니다. 따라서 샐러드는 어떤 메뉴가 하나 더 추가되고, 정성한상은 어떤 메뉴가 하나 빠지는지 궁금합니다. 답변 감사합니다.","전에 문의 드렸었는데 질문을 잘못 드린거 같아 다시 질문드립니다. 300샐러드와 정성한 상이 10개씩 들어가는데, 각 제품 설명을 보고 300샐러드에는 샐러드 메뉴가 9개, 정성한상에는 메뉴가 11개로 구성되어있는 것을 확인했습니다. 따라서 샐러드는 어떤 메뉴가 하나 더 추가되고, 정성한상은 어떤 메뉴가 하나 빠지는지 궁금합니다. 답변 감사합니다."
서울인데 왜 일일배송이 불가하다고 뜰까요? 분명 주소 입력해서 가능지역인지 확인할 때는 가능하다고 나오는데 주문하기 버튼만 누르면 불가하다고 뜹니다.,서울인데 왜 일일배 송이 불가하다고 뜰까요? 분명 주소 입력해서 가능 지역인지 확인할 때는 가능하다고 나오는데 주문하기 버튼만 누르면 불가하다고 뜹니다.
"제목 그대로입니다. 현재 사이트에서는 주5일 구성밖에 발견을 못해서요, 주3일 혹은 원하는 날짜 지정해서 주문하고 싶은데 그렇게는 구성 변경이 안 되나요?","제목 그대로입니다. 현재 사이트에서는 주5일 구성밖에 발견을 못해서요, 주3일 혹은 원하는 날짜 지정해서 주문하고 싶은데 그렇게는 구성 변경이 안 되나요?"
재택 주소가 서울인데 왜 택배인가요? 오류인가요?서울 허준로 가양 아파트입니다.여기 포함 지역이 아닌가요?,재택 주소가 서울인데 왜 택배인가요? 오류인가요?서울 허준로 가양 아파트입니다.여기 포함 지역이 아닌가요?
이번달 할인쿠폰은 없나요?,이번 달 할인 쿠폰은 없나요?
"300샐러드Meal 구매를 4주 밖에 안되나요? 만약 그러면 2주를 받고, 2주 이후 2주치 받을 수 있나요? 출장으로 배송연기를 해야 할듯 한데 2주가 없어서 문의 드려요","300샐러드Meal 구매를 4주 밖에 안되나요? 만약 그러면 2주를 받고, 2주 이후 2주치 받을 수 있나요? 출장으로 배송 연기를 해야 할듯 한데 2주가 없어서 문의 드려요"
한달 구독이 끝나면 다시 주문해야하나요?,한달 구독이 끝나면 다시 주문해야하나요?
체험팩 배송일정 변경이 가능할까요?,체험 팩 배송 일정 변경이 가능할까요?
14일 금요일 배송제외 처리 하면 환불 되는건가요?,14일 금요일 배송 제외 처리 하면 환불 되는건가요?
당뇨식단은 일일 2식 2주 프로그램만 있나요? 일일 1식 2주는 없나요?,당뇨 식단은 일일 2식 2주 프로그램만 있나요? 일일 1식 2주는 없나요?
안녕하세요 신규회원들을 대상으로하는 반값할인 이벤트의 경우 요일 지정이 안되나요? 월금의 경우 재택이라서요. 아니면 배송 주소를 다르게 가능한가요? 빠른 답변 부탁드립니다.,안녕하세요 신규 회원들을 대상으로하는 반값 할인 이벤트의 경우 요일 지정이 안되나요? 월금의 경우 재택이라서요. 아니면 배송 주소를 다르게 가능한가요? 빠른 답변 부탁드립니다.
주문건입니다. 배송방식을 변경 가능할까요? 기존에 하루에 2개를 받았는데 1개로 변경하고 기간을 늘리거나 부분환불을 받거나 하는 절차가 가능할까요?,주문건입니다. 배송 방식을 변경 가능할까요? 기존에 하루에 2개를 받았는데 1개로 변경하고 기간을 늘리거나 부분 환불을 받거나 하는 절차가 가능할까요?
"샐러드 제품 구매시 1일 1식, 주 5회 4주차 제품을 구매하였고 날짜 변경을 원할 시 4주차(20일) 이후로도 변경이 가능한건지, 아니면 4주차(한달) 안에 총 20회를 받아야 하는건지 궁금합니다.","샐러드 제품 구매 시 1일 1식, 주 5회 4주차 제품을 구매하였고 날짜 변경을 원할 시 4주차(20일) 이후로도 변경이 가능한건지, 아니면 4주차(한달) 안에 총 20회를 받아야 하는건지 궁금합니다."
